mukey,muname,compname,comppct_r,drainagecl,hzdept_r,hzdepb_r,om_r,ph1to1h2o_r,awc_r,claytotal_r,sandtotal_r,silttotal_r,dbthirdbar_r,cec7_r,field_id
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,0.0,15.0,2.5,6.5,0.18,24.0,30.0,46.0,1.48,24.2,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Gara,5,Well drained,0.0,15.0,2.5,6.0,0.17,22.1,33.3,44.6,1.53,19.0,FIELD_0017
409376,"Clinton silt loam, 2 to 5 percent slopes",Keomah,5,Somewhat poorly drained,0.0,20.0,2.5,5.9,0.23,21.0,26.3,52.7,1.35,17.8,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Ashgrove,5,Poorly drained,0.0,20.0,2.0,5.9,0.18,24.5,20.9,54.6,1.48,20.2,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Clinton,5,Moderately well drained,0.0,15.0,2.0,6.3,0.19,22.0,3.0,75.0,1.35,18.4,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Ashgrove,5,Poorly drained,0.0,15.0,1.5,5.9,0.18,24.5,20.9,54.6,1.48,20.0,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Clinton,5,Moderately well drained,0.0,10.0,1.0,6.3,0.2,32.0,3.0,65.0,1.43,24.8,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Clinton,5,Moderately well drained,0.0,10.0,1.0,6.3,0.2,32.0,3.0,65.0,1.43,24.8,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Colo,5,Poorly drained,0.0,20.0,5.0,6.5,0.12,30.0,6.0,64.0,1.31,25.5,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Ely,5,Somewhat poorly drained,0.0,20.0,5.0,6.5,0.13,28.0,4.0,68.0,1.31,23.9,FIELD_0017
409391,"Amana complex, channeled, 0 to 2 percent slopes",Aquents,5,Poorly drained,0.0,68.0,6.0,6.5,0.22,31.5,6.8,61.7,1.3,38.5,FIELD_0017
409391,"Amana complex, channeled, 0 to 2 percent slopes",Perks,5,Excessively drained,0.0,13.0,1.0,7.5,0.07,3.5,79.9,16.6,1.35,7.5,FIELD_0017
3051916,"Water, rivers and streams",Riverwash,5,Very poorly drained,0.0,200.0,0.25,6.5,0.03,6.0,92.0,1.9,1.63,4.5,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Keswick,5,Somewhat poorly drained,6.0,24.0,0.25,5.7,0.14,28.0,26.0,46.0,1.46,21.1,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Lindley,5,Well drained,8.0,15.0,1.0,4.4,0.2,9.3,44.3,46.4,1.3,,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Lindley,5,Well drained,8.0,15.0,1.0,4.4,0.2,9.3,44.3,46.4,1.3,,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Keswick,5,Somewhat poorly drained,10.0,135.0,0.75,4.6,0.12,37.0,26.0,37.0,1.58,,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Keswick,5,Somewhat poorly drained,10.0,135.0,0.75,4.6,0.12,37.0,26.0,37.0,1.58,,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Munterville,5,Moderately well drained,10.0,20.0,1.5,6.2,0.15,25.0,20.0,55.0,1.35,16.0,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,5,Moderately well drained,10.0,25.0,0.75,5.7,0.18,33.0,2.0,65.0,1.42,25.3,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Clinton,5,Moderately well drained,10.0,41.0,0.5,5.4,0.18,33.0,2.0,65.0,1.4,,FIELD_0017
409379,"Clinton silt loam, 9 to 14 percent slopes, eroded",Clinton,5,Moderately well drained,10.0,41.0,0.5,5.4,0.18,33.0,2.0,65.0,1.4,,FIELD_0017
409391,"Amana complex, channeled, 0 to 2 percent slopes",Perks,5,Excessively drained,13.0,152.0,0.75,7.5,0.07,3.5,95.0,1.5,1.35,4.0,FIELD_0017
409283,"Fayette silt loam, till plain, 9 to 14 percent slopes, eroded",Lindley,5,Well drained,15.0,76.0,0.4,5.4,0.16,33.2,38.6,28.2,1.5,,FIELD_0017
409284,"Fayette silt loam, till plain, 14 to 18 percent slopes, eroded",Lindley,5,Well drained,15.0,76.0,0.4,5.4,0.16,33.2,38.6,28.2,1.5,,FIELD_0017
409361,"Seaton silt loam, 14 to 18 percent slopes, moderately eroded",Timula,5,,15.0,152.0,0.35,7.9,0.19,14.0,14.2,71.8,1.5,9.0,FIELD_0017
409362,"Seaton silt loam, 18 to 25 percent slopes, moderately eroded",Timula,5,,15.0,152.0,0.35,7.9,0.19,14.0,14.2,71.8,1.5,9.0,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,5,Moderately well drained,15.0,25.0,1.0,6.0,0.19,28.0,2.0,70.0,1.36,22.1,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Armstrong,5,Somewhat poorly drained,15.0,36.0,0.75,5.5,0.15,30.0,37.5,32.5,1.6,24.9,FIELD_0017
409374,"Ladoga silt loam, 9 to 14 percent slopes, eroded",Gara,5,Well drained,15.0,30.0,1.5,5.5,0.17,21.6,39.4,39.0,1.53,18.4,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Clinton,5,Moderately well drained,15.0,28.0,1.0,5.6,0.19,28.0,3.0,69.0,1.35,22.1,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Ashgrove,5,Poorly drained,15.0,25.0,0.5,5.5,0.18,35.0,8.0,57.0,1.48,26.2,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Zook,5,Poorly drained,18.0,51.0,2.6,6.1,0.22,36.6,3.5,59.9,1.3,28.5,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Nodaway,5,Moderately well drained,18.0,79.0,0.25,6.7,0.22,23.0,7.0,70.0,1.3,22.5,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Hedrick,5,Moderately well drained,18.0,122.0,0.5,5.8,0.19,32.0,6.7,61.3,1.38,22.5,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Colo,5,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409272,"Colo-Ely complex, 0 to 5 percent slopes",Judson,5,Well drained,20.0,71.0,3.5,6.5,0.22,29.5,7.0,63.5,1.33,27.5,FIELD_0017
409277,"Colo silty clay loam, 0 to 2 percent slopes, occasionally flooded",Ely,5,Somewhat poorly drained,20.0,81.0,5.0,6.5,0.22,28.5,7.1,64.4,1.33,33.0,FIELD_0017
409279,"Colo silty clay loam, 2 to 5 percent slopes, occasionally flooded",Colo,5,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409289,"Boone fine sandy loam, 18 to 40 percent slopes",Munterville,5,Moderately well drained,20.0,43.0,0.25,6.1,0.13,39.0,15.0,46.0,1.55,17.7,FIELD_0017
409336,"Spillville loam, 0 to 2 percent slopes, occasionally flooded",Coland,5,Poorly drained,20.0,81.0,4.5,6.3,0.13,30.0,28.0,42.0,1.25,25.4,FIELD_0017
409342,"Zook silty clay loam, 0 to 2 percent slopes, occasionally flooded",Colo,5,Poorly drained,20.0,36.0,3.5,6.5,0.17,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409349,"Hedrick silt loam, 5 to 9 percent slopes",Clinton,5,Moderately well drained,20.0,38.0,1.0,6.2,0.21,21.0,2.5,76.5,1.35,17.3,FIELD_0017
409350,"Hedrick silt loam, 5 to 9 percent slopes, moderately eroded",Clinton,5,Moderately well drained,20.0,25.0,0.25,6.2,0.19,30.5,2.5,67.0,1.35,22.8,FIELD_0017
409370,"Ladoga silt loam, 2 to 5 percent slopes",Givin,5,Somewhat poorly drained,20.0,41.0,0.75,6.5,0.23,22.0,26.0,52.0,1.35,22.5,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Hedrick,5,Moderately well drained,20.0,58.0,0.5,5.8,0.19,32.0,6.7,61.3,1.38,22.5,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Rinda,5,Poorly drained,20.0,40.0,0.75,6.2,0.19,35.0,5.0,60.0,1.48,26.6,FIELD_0017
409376,"Clinton silt loam, 2 to 5 percent slopes",Keomah,5,Somewhat poorly drained,20.0,46.0,2.0,5.9,0.19,21.0,26.3,52.7,1.4,17.7,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Ashgrove,5,Poorly drained,20.0,28.0,1.0,5.5,0.18,35.0,8.0,57.0,1.48,26.8,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Colo,5,Poorly drained,20.0,36.0,3.5,6.5,0.13,30.0,6.0,64.0,1.31,25.1,FIELD_0017
409385,"Judson silty clay loam, 2 to 5 percent slopes",Ely,5,Somewhat poorly drained,20.0,61.0,3.5,6.5,0.14,28.0,4.0,68.0,1.28,23.6,FIELD_0017
409359,"Lindley loam, 18 to 25 percent slopes, moderately eroded",Keswick,5,Somewhat poorly drained,24.0,105.0,0.25,5.6,0.12,41.0,32.0,27.0,1.48,29.4,FIELD_0017
409350,"Hedrick silt loam, 5 to 9 percent slopes, moderately eroded",Clinton,5,Moderately well drained,25.0,168.0,0.25,5.3,0.18,39.0,2.5,58.5,1.4,,FIELD_0017
409371,"Ladoga silt loam, 5 to 9 percent slopes",Ladoga,5,Moderately well drained,25.0,48.0,0.75,5.7,0.18,33.0,2.0,65.0,1.42,25.3,FIELD_0017
409372,"Ladoga silt loam, 5 to 9 percent slopes, eroded",Ladoga,5,Moderately well drained,25.0,64.0,0.75,5.5,0.18,38.0,2.0,60.0,1.42,28.5,FIELD_0017
409378,"Clinton silt loam, 5 to 9 percent slopes, eroded",Ashgrove,5,Poorly drained,25.0,38.0,0.25,5.5,0.17,40.0,8.0,52.0,1.48,28.7,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Ashgrove,5,Poorly drained,28.0,38.0,0.25,5.5,0.17,40.0,8.0,52.0,1.48,28.7,FIELD_0017
409377,"Clinton silt loam, 5 to 9 percent slopes",Clinton,5,Moderately well drained,28.0,41.0,0.75,5.4,0.18,33.0,2.0,65.0,1.4,,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Amana,3,Somewhat poorly drained,0.0,41.0,4.0,6.5,0.23,28.5,,,1.25,27.5,FIELD_0017
409324,"Amana silty clay loam, 0 to 2 percent slopes",Zook,3,Poorly drained,0.0,53.0,6.0,6.5,0.22,37.5,,,1.33,38.5,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Zook,3,Poorly drained,0.0,53.0,6.0,6.5,0.22,37.5,,,1.33,38.5,FIELD_0017
409339,"Vesser silt loam, 0 to 2 percent slopes",Amana,3,Somewhat poorly drained,0.0,41.0,4.0,6.5,0.23,28.5,,,1.25,27.5,FIELD_0017
409288,"Landes fine sandy loam, 0 to 2 percent slopes",Flagler,2,Somewhat excessively drained,0.0,56.0,2.5,6.5,0.13,15.0,,,1.53,17.5,FIELD_0017
409324,"Amana silty clay loam, 0 to 2 percent slopes",Ossian,2,Poorly drained,0.0,38.0,4.0,6.5,0.23,23.0,9.5,67.5,1.28,27.5,FIELD_0017
409337,"Ossian silt loam, 0 to 2 percent slopes",Kennebec,2,Moderately well drained,0.0,124.0,5.0,6.5,0.23,24.5,,,1.3,33.0,FIELD_0017
409339,"Vesser silt loam, 0 to 2 percent slopes",Zook,2,Poorly drained,0.0,53.0,6.0,6.5,0.22,37.5,,,1.33,38.5,FIELD_0017
2521252,"Marshall silty clay loam, 2 to 5 percent slopes",Marshall,100,Well drained,0.0,18.0,3.3,5.9,0.22,31.0,3.0,66.0,1.24,22.3,FIELD_0018
2521252,"Marshall silty clay loam, 2 to 5 percent slopes",Marshall,100,Well drained,18.0,56.0,2.7,6.0,0.22,32.0,3.0,65.0,1.22,22.5,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Higginsville,90,Somewhat poorly drained,0.0,20.0,1.9,7.3,0.22,32.7,3.1,64.2,1.35,16.5,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Judson,90,Well drained,0.0,23.0,3.8,5.8,0.22,29.0,4.0,67.0,1.31,24.4,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Higginsville,90,Somewhat poorly drained,20.0,114.0,1.0,6.1,0.19,31.8,3.9,64.3,1.35,12.0,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Judson,90,Well drained,23.0,56.0,2.6,6.1,0.19,30.0,4.0,66.0,1.26,24.8,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Marshall,80,Well drained,0.0,17.0,3.0,6.0,0.22,33.0,3.0,64.0,1.36,27.2,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Shelby,80,Well drained,0.0,18.0,2.9,6.2,0.18,30.0,33.0,37.0,1.38,24.9,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Marshall,80,Well drained,17.0,150.0,0.8,6.3,0.19,29.0,4.0,67.0,1.28,22.4,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Shelby,80,Well drained,18.0,93.0,1.1,6.1,0.16,34.0,30.0,36.0,1.46,26.9,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Marshall,75,Well drained,0.0,17.0,3.0,6.0,0.22,33.0,3.0,64.0,1.36,27.2,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Marshall,75,Well drained,17.0,150.0,0.8,6.3,0.19,29.0,4.0,67.0,1.28,22.4,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Colo,51,Poorly drained,0.0,20.0,6.0,6.3,0.22,30.0,6.0,64.0,1.27,25.6,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Colo,51,Poorly drained,20.0,86.0,3.0,6.4,0.19,31.0,6.0,63.0,1.23,25.7,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Judson,46,Well drained,0.0,23.0,3.8,5.8,0.22,29.0,4.0,67.0,1.31,24.4,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Judson,46,Well drained,23.0,56.0,2.6,6.1,0.19,30.0,4.0,66.0,1.26,24.8,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Exira,10,Well drained,0.0,13.0,2.1,5.9,0.22,31.0,3.0,66.0,1.33,25.4,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Marshall,10,Well drained,0.0,18.0,3.3,5.9,0.22,31.0,3.0,66.0,1.24,22.3,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Exira,10,Well drained,0.0,13.0,2.1,5.9,0.22,31.0,3.0,66.0,1.33,25.4,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Exira,10,Well drained,13.0,91.0,0.4,6.8,0.19,27.0,3.0,70.0,1.27,21.0,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Exira,10,Well drained,13.0,91.0,0.4,6.8,0.19,27.0,3.0,70.0,1.27,21.0,FIELD_0018
2521267,"Marshall silty clay loam, 5 to 9 percent slopes, eroded",Marshall,10,Well drained,18.0,56.0,2.7,6.0,0.22,32.0,3.0,65.0,1.22,22.5,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Sampsel,5,Poorly drained,0.0,20.0,4.8,5.9,0.23,31.6,3.9,64.5,1.4,29.4,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Sibley,5,Well drained,0.0,23.0,2.8,6.6,0.23,23.5,6.8,69.7,1.3,16.7,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Ackmore,5,Somewhat poorly drained,0.0,15.0,2.0,5.9,0.22,24.0,5.0,71.0,1.41,20.1,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Colo,5,Poorly drained,0.0,20.0,6.0,6.3,0.22,30.0,6.0,64.0,1.27,25.6,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Judson,5,Well drained,0.0,23.0,3.5,5.8,0.22,29.0,6.0,65.0,1.38,24.4,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Marshall,5,Well drained,0.0,18.0,3.3,5.9,0.22,31.0,3.0,66.0,1.24,22.3,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Shelby,5,Well drained,0.0,18.0,2.9,6.2,0.18,30.0,33.0,37.0,1.38,24.9,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Adair,5,Somewhat poorly drained,0.0,18.0,2.7,6.2,0.18,32.0,22.5,45.5,1.5,25.7,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Burchard,5,Well drained,0.0,8.0,1.5,6.5,0.18,28.0,38.4,33.6,1.5,22.8,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Exira,5,Well drained,0.0,13.0,2.1,5.9,0.22,31.0,3.0,66.0,1.33,25.4,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Olmitz,5,Moderately well drained,0.0,18.0,3.5,6.5,0.21,25.5,40.0,34.5,1.53,21.7,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Burchard,5,Well drained,8.0,33.0,1.5,7.3,0.16,31.0,35.4,33.6,1.5,25.0,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Exira,5,Well drained,13.0,91.0,0.4,6.8,0.19,27.0,3.0,70.0,1.27,21.0,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Ackmore,5,Somewhat poorly drained,15.0,64.0,2.0,6.3,0.22,26.0,5.0,69.0,1.36,21.6,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Marshall,5,Well drained,18.0,56.0,2.7,6.0,0.22,32.0,3.0,65.0,1.22,22.5,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Shelby,5,Well drained,18.0,93.0,1.1,6.1,0.16,34.0,30.0,36.0,1.46,26.9,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Adair,5,Somewhat poorly drained,18.0,43.0,0.75,5.8,0.1,49.0,25.0,26.0,1.33,35.5,FIELD_0018
2959500,"Shelby clay loam, deep loess, 9 to 14 percent slopes, eroded",Olmitz,5,Moderately well drained,18.0,76.0,2.5,6.2,0.16,28.0,35.0,37.0,1.45,23.3,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Sampsel,5,Poorly drained,20.0,152.0,0.86,7.1,0.12,39.2,3.2,57.6,1.5,27.7,FIELD_0018
2521097,"Judson silty clay loam, deep loess, 2 to 5 percent slopes",Colo,5,Poorly drained,20.0,86.0,3.0,6.4,0.19,31.0,6.0,63.0,1.23,25.7,FIELD_0018
2521091,"Higginsville silty clay loam, 9 to 14 percent slopes, eroded",Sibley,5,Well drained,23.0,132.0,1.2,6.5,0.19,33.7,4.1,62.2,1.45,22.6,FIELD_0018
2521271,"Marshall silty clay loam, 9 to 14 percent slopes, eroded",Judson,5,Well drained,23.0,56.0,2.6,6.2,0.22,29.0,4.0,67.0,1.31,24.1,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Shelby,3,Well drained,0.0,18.0,3.3,6.0,0.18,26.0,34.0,40.0,1.39,22.0,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Shelby,3,Well drained,18.0,28.0,2.5,6.1,0.18,33.0,32.0,35.0,1.42,27.0,FIELD_0018
2671841,"Colo, frequently flooded-Judson silty clay loams, 0 to 5 percent slopes",Shelby,3,Well drained,28.0,117.0,1.1,6.1,0.16,34.0,30.0,36.0,1.46,26.9,FIELD_0018
2216760,"Mixed alluvial land, 0 to 6 percent slopes",Mixed alluvial land,95,Poorly drained,,,,,,,,,,,FIELD_0019
2216735,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0019
2216736,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0019
2216738,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,0.0,20.0,2.0,6.2,0.21,21.0,4.0,75.0,1.42,17.8,FIELD_0019
2216741,"Fayette silt loam, 18 to 35 percent slopes, moderately eroded",Fayette,85,Well drained,0.0,8.0,2.5,6.2,0.21,21.0,4.0,75.0,1.3,18.0,FIELD_0019
2216741,"Fayette silt loam, 18 to 35 percent slopes, moderately eroded",Fayette,85,Well drained,8.0,28.0,0.5,6.2,0.21,21.0,4.0,75.0,1.5,16.9,FIELD_0019
2216735,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0019
2216736,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0019
2216738,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,20.0,28.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0019
2216735,"Fayette silt loam, 2 to 6 percent slopes",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0019
2216736,"Fayette silt loam, 12 to 20 percent slopes, moderately eroded",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0019
2216738,"Fayette silt loam, 6 to 12 percent slopes, moderately eroded",Fayette,85,Well drained,28.0,58.0,0.5,5.8,0.19,27.0,4.0,69.0,1.41,21.2,FIELD_0019
2216741,"Fayette silt loam, 18 to 35 percent slopes, moderately eroded",Fayette,85,Well drained,28.0,36.0,0.5,6.2,0.21,24.0,4.0,72.0,1.4,19.0,FIELD_0019
2216792,"Tama-Downs complex, driftless, 18 to 35 percent slopes, moderately eroded",Tama,65,Well drained,0.0,15.0,3.5,6.2,0.23,25.5,6.9,67.6,1.36,21.7,FIELD_0019
2216793,"Tama-Downs complex, driftless, 2 to 6 percent slopes",Tama,65,Well drained,0.0,15.0,3.5,6.2,0.23,25.5,6.9,67.6,1.36,21.7,FIELD_0019
2216795,"Tama-Downs complex, driftless, 12 to 18 percent slopes, moderately eroded",Tama,65,Well drained,0.0,15.0,3.5,6.2,0.23,25.5,6.9,67.6,1.36,21.7,FIELD_0019
2216797,"Tama-Downs complex, driftless, 6 to 12 percent slopes, moderately eroded",Tama,65,Well drained,0.0,15.0,3.5,6.2,0.23,25.5,6.9,67.6,1.36,21.7,FIELD_0019
2216792,"Tama-Downs complex, driftless, 18 to 35 percent slopes, moderately eroded",Tama,65,Well drained,15.0,22.0,2.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0019
2216793,"Tama-Downs complex, driftless, 2 to 6 percent slopes",Tama,65,Well drained,15.0,36.0,3.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0019
2216795,"Tama-Downs complex, driftless, 12 to 18 percent slopes, moderately eroded",Tama,65,Well drained,15.0,22.0,2.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0019
2216797,"Tama-Downs complex, driftless, 6 to 12 percent slopes, moderately eroded",Tama,65,Well drained,15.0,22.0,2.0,6.2,0.23,27.0,4.0,69.0,1.3,22.7,FIELD_0019
2216792,"Tama-Downs complex, driftless, 18 to 35 percent slopes, moderately eroded",Tama,65,Well drained,22.0,90.0,0.75,5.8,0.19,27.0,4.0,69.0,1.38,22.1,FIELD_0019
2216795,"Tama-Downs complex, driftless, 12 to 18 percent slopes, moderately eroded",Tama,65,Well drained,22.0,90.0,0.75,5.8,0.19,27.0,4.0,69.0,1.38,22.1,FIELD_0019
2216797,"Tama-Downs complex, driftless, 6 to 12 percent slopes, moderately eroded",Tama,65,Well drained,22.0,90.0,0.75,5.8,0.19,27.0,4.0,69.0,1.38,22.1,FIELD_0019
2216705,"Chaseburg and Judson silt loams, 2 to 6 percent slopes",Judson,55,Moderately well drained,0.0,64.0,4.5,6.5,0.22,25.5,9.1,65.4,1.33,27.5,FIELD_0019
2216707,"Chelsea and Boone loamy fine sands, 18 to 35 percent slopes",Chelsea,55,Excessively drained,0.0,20.0,0.75,6.5,0.13,11.5,87.0,1.5,1.53,7.5,FIELD_0019
2216727,"Dubuque and Whalan silt loams, 18 to 45 percent slopes",Dubuque,55,Well drained,0.0,8.0,2.5,6.2,0.21,21.0,11.3,67.7,1.33,17.5,FIELD_0019
2216732,"Dubuque and Whalan silt loams, 12 to 17 percent slopes, moderately eroded",Dubuque,55,Well drained,0.0,8.0,2.0,6.2,0.21,21.0,11.3,67.7,1.33,17.5,FIELD_0019
2216775,"Rockton and Dodgeville silt loams, shallow, 18 to 35 percent slopes",Rockton,55,Well drained,0.0,18.0,2.5,7.3,0.19,23.5,24.5,52.0,1.43,19.0,FIELD_0019
2216727,"Dubuque and Whalan silt loams, 18 to 45 percent slopes",Dubuque,55,Well drained,8.0,30.0,0.5,5.6,0.19,20.0,8.6,71.4,1.38,17.5,FIELD_0019
2216732,"Dubuque and Whalan silt loams, 12 to 17 percent slopes, moderately eroded",Dubuque,55,Well drained,8.0,30.0,0.5,5.6,0.19,20.0,8.6,71.4,1.38,17.5,FIELD_0019
2216775,"Rockton and Dodgeville silt loams, shallow, 18 to 35 percent slopes",Rockton,55,Well drained,18.0,46.0,0.5,7.3,0.19,20.0,25.0,55.0,1.25,19.0,FIELD_0019
2216707,"Chelsea and Boone loamy fine sands, 18 to 35 percent slopes",Chelsea,55,Excessively drained,20.0,152.0,0.25,5.8,0.07,7.5,91.3,1.2,1.63,7.5,FIELD_0019
2216705,"Chaseburg and Judson silt loams, 2 to 6 percent slopes",Chaseburg,45,Well drained,0.0,25.0,2.5,7.0,0.23,14.0,14.2,71.8,1.45,11.2,FIELD_0019
2216707,"Chelsea and Boone loamy fine sands, 18 to 35 percent slopes",Boone,45,Excessively drained,0.0,41.0,2.5,5.4,0.12,6.0,87.3,6.7,1.5,6.9,FIELD_0019
2216727,"Dubuque and Whalan silt loams, 18 to 45 percent slopes",Whalan,45,Well drained,0.0,30.0,1.5,6.5,0.23,21.5,26.1,52.4,1.38,14.4,FIELD_0019
